Frame,Queue,Moving
575,0.565604,0.084324
576,0.567235,0.0480832
577,0.568477,0.074737
578,0.570543,0.0579179
579,0.571853,0.038556
580,0.573652,0.0570901
581,0.575685,0.0701633
582,0.576753,0.0455296
583,0.578746,0.0674645
584,0.580808,0.080147
585,0.581623,0.0556359
586,0.583338,0.0813314
587,0.584672,0.0842074
588,0.586365,0.0532267
589,0.588168,0.0880404
590,0.590052,0.0869256
591,0.591018,0.0562731
592,0.593305,0.0934254
593,0.598784,0.0974141
594,0.600762,0.0517009
595,0.616174,0.283183
596,0.622764,0.109674
597,0.626882,0.0699072
598,0.63378,0.112686
599,0.639369,0.108412
600,0.643301,0.0750141
601,0.645947,0.101771
602,0.649674,0.101901
603,0.651805,0.0631456
604,0.654863,0.0968455
605,0.657708,0.0950057
606,0.660121,0.063803
607,0.667373,0.109768
608,0.675358,0.105096
609,0.678993,0.0684146
610,0.684245,0.104547
611,0.688186,0.104251
612,0.689529,0.066832
613,0.691552,0.107583
614,0.69445,0.111055
615,0.695639,0.0686754
616,0.697939,0.111805
617,0.699981,0.113177
618,0.700777,0.0689584
619,0.702075,0.111653
620,0.718346,0.304732
621,0.718684,0.0722992
622,0.719653,0.111741
623,0.720032,0.107415
624,0.721209,0.0711787
625,0.722495,0.107403
626,0.722578,0.10135
627,0.723341,0.0678027
628,0.724386,0.10738
629,0.726857,0.102882
630,0.729134,0.064437
631,0.732274,0.109728
632,0.733827,0.0996293
633,0.735669,0.0680449
634,0.736878,0.0957606
635,0.737774,0.0982415
636,0.739049,0.063329
637,0.739306,0.0930226
638,0.740097,0.089749
639,0.740451,0.0544217
640,0.740613,0.0847303
641,0.739598,0.0829406
642,0.740011,0.0548821
643,0.740327,0.0818976
644,0.740674,0.0800173
645,0.746802,0.239054
646,0.747197,0.0862061
647,0.747302,0.0817524
648,0.748624,0.0567594
649,0.748288,0.0785657
650,0.748514,0.0795906
651,0.748985,0.0526304
652,0.749445,0.085992
653,0.749322,0.080235
654,0.75033,0.0589891
655,0.750924,0.079318
656,0.751054,0.0820373
657,0.751191,0.0543399
658,0.750921,0.0761779
659,0.750901,0.0764108
660,0.751473,0.0550122
661,0.7518,0.0765103
662,0.752186,0.0725383
663,0.752944,0.0486665
664,0.753374,0.0742037
665,0.753882,0.0710933
666,0.75394,0.0472109
667,0.754525,0.0700918
668,0.75497,0.0764988
669,0.755312,0.0477531
670,0.750382,0.249713
671,0.750027,0.0865071
672,0.75117,0.0620096
673,0.750778,0.0838057
674,0.750317,0.0790379
675,0.749955,0.0539937
676,0.749421,0.076438
677,0.749461,0.0775608
678,0.749879,0.0466957
679,0.749925,0.0766152
680,0.750406,0.0718125
681,0.750788,0.0558905
682,0.751382,0.0745895
683,0.751809,0.0766862
684,0.751806,0.048714
685,0.751406,0.074764
686,0.751064,0.0674777
687,0.750438,0.0432828
688,0.750346,0.0641373
689,0.750209,0.0697983
690,0.75028,0.0425952
691,0.749894,0.0648709
692,0.750435,0.0679159
693,0.750425,0.0385815
694,0.750904,0.0586848
695,0.747268,0.241294
696,0.748148,0.0520966
697,0.748605,0.0726982
698,0.749124,0.0699273
699,0.749319,0.0501127
700,0.74891,0.067841
701,0.749368,0.0692859
702,0.749656,0.0427569
703,0.74997,0.0615339
704,0.750507,0.0622165
705,0.750671,0.038466
706,0.751405,0.061946
707,0.752376,0.0566939
708,0.752595,0.0409468
709,0.753816,0.0580016
710,0.754461,0.0629788
711,0.756324,0.0420323
712,0.756723,0.0610317
713,0.758035,0.0539419
714,0.758484,0.0412421
715,0.758562,0.0536689
716,0.7603,0.0516667
717,0.761046,0.0347967
718,0.7621,0.0456498
719,0.762839,0.0382071
720,0.764522,0.229298
721,0.764759,0.056953
722,0.765399,0.0470362
723,0.766124,0.033418
724,0.766165,0.0412124
725,0.766339,0.0436582
726,0.767415,0.029226
727,0.767301,0.0391521
728,0.766961,0.0352671
729,0.76701,0.0241446
730,0.766944,0.0317741
731,0.767044,0.0336253
732,0.767509,0.0209854
733,0.767257,0.0262636
734,0.767032,0.0270636
735,0.767393,0.018615
736,0.767212,0.0238358
737,0.767357,0.0316369
738,0.767977,0.0176444
739,0.768175,0.024297
740,0.76893,0.024584
741,0.76899,0.0156367
742,0.769387,0.0168094
743,0.769607,0.0162052
744,0.76957,0.00720891
745,0.768643,0.189095
746,0.76932,0.0249353
747,0.770853,0.02517
748,0.771441,0.0225543
749,0.771699,0.0251519
750,0.771971,0.0166006
751,0.772579,0.0570142
752,0.77276,0.0168384
753,0.772981,0.016304
754,0.772759,0.0167273
755,0.772782,0.014725
756,0.77336,0.0149723
757,0.773631,0.017029
758,0.773994,0.0184665
759,0.77412,0.0149427
760,0.774012,0.0143461
761,0.774992,0.0196898
762,0.775251,0.0156706
763,0.775762,0.020772
764,0.775922,0.014156
765,0.776323,0.0142866
766,0.776475,0.0168865
767,0.776761,0.0179908
768,0.77695,0.0170023
769,0.777251,0.0133714
770,0.775963,0.196419
771,0.776705,0.0226504
772,0.777442,0.0207703
773,0.777603,0.0199717
774,0.777825,0.0169883
775,0.778287,0.0204451
776,0.778466,0.0162207
777,0.778918,0.017454
778,0.778947,0.0195232
779,0.779092,0.0191189
780,0.779327,0.0131508
781,0.7792,0.0191927
782,0.779055,0.0189576
783,0.77887,0.0141922
784,0.779112,0.0173847
785,0.779121,0.0207609
786,0.77915,0.020563
787,0.77959,0.0285178
788,0.779137,0.0337498
789,0.779491,0.0265218
790,0.779679,0.0390909
791,0.780513,0.0432529
792,0.780944,0.030609
793,0.781202,0.0435891
794,0.781309,0.0417563
795,0.774997,0.1997
